,coin_name,symbol,description,total_coin_supply,algorithm,proof,start_date,total_coins_mined,exchanges
1389,Ethereum Blue,BLUE,"Ethereum Blue is a platform that aims to add a security layer to the existing smart contracts leveraging the Ethereum blockchain. In order to make it possible, the platform will use a centralized repository of addresses and statistic analysis to blacklist the corrupt token founders and poorly-written smart contracts, for example.Ethereum Blue token will let users benefit from the SDK (Software Development Kit) to automatically scan malicious addresses before approving the sending of ETH from their wallet.",42000000,,,17/10/2017,42000000.0,"WavesDEX, EtherDelta"
1390,Flappy Coin,FLAP,"FlappyCoin (FLAP) does not seem to offer any benefits over Bitcoin and other popular cryptocurrencies, but instead seems to want to ride on Bitcoins and Flappy Birds success.The website states, FLAP is launched following the success of Flappy Bird. Otherwise the coin has a 1 minute block time, no premine and is scrypt based.",100000000000,Scrypt,PoW,14/02/2014,0.0,Cryptsy
1391,SwagBucks,BUCKS,SwagBucks is a PoW/PoS cryptocurrency based on the Scrypt algorithm. Swagbucks is intended for use on swagsociety.me. The coin had no premine or ICO phase.,,Scrypt,PoW/PoS,09/12/2015,347936.9979,"CCEX, Cryptopia, Novaexchange, Yobit, BitTrex"
1392,Coino,CNO,Coino is a Proof of Work cryptocurrency based on the Scrypt algorithm.,,Scrypt,PoW,17/01/2014,105192795.02922678,"Novaexchange, Cryptopia"
1393,Groestlcoin ,GRS,"It is a cryptocurrency utilizing Proof of Work – No ASIC currently exists for Groestl &amp; it is unlikely that one will be developed for it anytime soon. GroestlCoin will be ASIC-free for the foreseeable future.- Through these features GroestlCoin embodies the fairly distributed &amp; decentralized nature of Cryptocurrency. Anyone can mine effectively, with minimal resource consumption and nuisance. – With the influx of ASICs we thought decentralized mining will soon be dead, with GroestlCoin it is reborn and taken to another level.- The extra added value of Groestl is that the “richer advantage” (owning several GPU) is less interesting with Groestl; so fairer.- Stands for democratization of currency and mining, the ability to send and receive money immediately anywhere in the world, to not pay expensive banking fees, and to transact in an environment that is secure and anonymous.- Through an innovative algorithm, the Groestlcoin network consumes far less energy, maintains stronger security, and rewards miners in more sustainable ways than sha256, scrypt, x11 and x13 based coins. – Grostl will be the new greener home of GPU miners as it offers greater hashing results with less energy and heat.- They strive to make groestlcoin available to the masses. Innovative and user friendly, accessible for everyone. They highly value integrity and transparency. Digital currencies are the future and Groestlcoin will be one of the leaders in this revolution.The name ""Grøstl"" is a multilingual play-on-words, referring to an Austrian dish usually made of leftover potatoes and pork, cut into slices. These are roasted on a pan together with onions and butterfat. The dish is often seasoned with salt, pepper, marjoram, cumin, and parsley, and served with a fried egg or kraut (cabbage). Hence, gröstl is somewhat similar to the American dish called hash. The letter ‘ö’ was replaced by ‘ø’, which is a letter in the Danish alphabet that is pronounced in the same way as ‘ö’. This way, the name, like the hash function itself, contains a mix of Austrian and Danish influences. The pronunciation of Grøstl may seem challenging. If you think so, then think of the letter ‘ø’ as the ‘i’ in ""bird"". This letter is a so-called close-mid front rounded vowel.Groestl Specifications White Paper",105000000,Groestl,PoW,22/03/2014,69299048.8873666,"CCEX, Cryptopia, Poloniex, LiveCoin, BitTrex"
1394,RCoin,RCN*,"RCoin is a SHA256 cryptocurrency aimed not only to enrichment, but also for charity purposes",5000000000,SHA256,,01/09/2016,9209281965.759998,Yobit
1395,ZCash,ZEC,"ZCash is a privacy driven cryptocurrency. It uses the Equihash as an algorithm, which is an asymmetric memory-hard Proof of Work algorithm based on the generalized birthday problem. It relies on high RAM requirements to bottleneck the generation of proofs and making ASIC development unfeasible. ZCash uses  zero-knowledge Succinct Non-interactive Arguments of Knowledge (zk-SNARKs) to ensure that all information (sender, reciever, ammount) is encrypted, without the possibility of double-spending. The only information that is revealed regarding transactions is the time in which they take place.Block explorer data from https://explorer.zcha.in/",21000000,Equihash,PoW,28/10/2016,3142968.75,"HuobiPro, Bitfinex, Binance, Gateio, WavesDEX, Bithumb, BitTrex, Kraken, OKEX, Yobit, Exmo, HitBTC, Cryptopia, CCEX, Poloniex, Cexio, BTER, TheRockTrading, Abucoins, TuxExchange, BXinth, Yunbi, BitSquare"
1396,Bodhi,BOT,"Bodhi is a QTUM-based predictive market platform. The platform will leverage the advantages of the state-of-the-art decentralized prediction markets by integrating third-party Oracles and decentralized voting via its Oracle abstraction layer. Within the platform token holders will be allowed to create and vote on prediction events, in case the vote is consistent with the predicted value generated by Oracle the token holders will be reward with BOT tokens in exchange.",100000000,,,24/08/2017,,"Yobit, Gateio, CCEX, EXX"
1397,MollyCoin,TAB,MollyCoin is a PoW/PoS hybrid cryptocurrency dedicated to the MDMA drug community. TAB uses Scrypt as an hashing algorithm and has a 60 second blocktime.,25000000,Scrypt,PoW/PoS,15/03/2016,,Yobit
1398,Centurion,CNT,Centurion is a Proof of Work/Proof of Stake cryptocurrency that can process and confirm transactions in under 6 minutes and has a block size of 2 MB. ,,X11,PoW/PoS,20/03/2017,0.0,"Novaexchange, Yobit, CCEX"
1399,AdToken,ADT,"AdChain is an Ethereum-based digital advertisement platform that aims to fix  the fraudulent environment of online advertising namely bot traffic, malvertisements, trackers, spoofed domains, lack of coordination and systemic fraud. ADT is an ERC20 token that is used in order to ver publishers who wish to join the system, employing a ""challenge period"" during which any ADT holder who believes the publisher is fraudulent can issue a challenge and match the publisher&#39;s ADT deposit.  ",1000000000,,,26/06/2017,1000000000.0,"Yobit, BitTrex, EtherDelta, Cryptsy"
1400,NakomotoDark,NKT,NakomotoDark (NKT) is an X11 proof of work and proof of stake hybrid alternative crypto currency.,0,X11,PoW/PoS,12/06/2014,,"Cryptsy, Cryptopia, Yobit, BitTrex"
1401,UnitedBitcoin,UBTC*,The mission of UnitedBitcion is to find a purpose for lost Bitcoin and inactive wallets and create a stable cryptocurrency system through an association of joint credit and smart contracts.,21000000,SHA256,PoW,22/01/2018,,
1402,BitSeeds,XSEED,"Bitseeds is a Proof of Work and Proof of Stake alternative Crypto currency based on Shas-256. The prrof of stake is 10% per annum. For every coin emitted on the BitSeeds network, the Rainforest Foundation and the BitSeeds Foundation has committed to planting one tree.",0,SHA256,PoW/PoS,17/04/2015,,BitTrex
1403,Doc Coin,DOC*,"DocCoin is an internationally available service that integrates the entire online medicine industry and provides advantages to the businesses, as well as the clients. The company is completely built on a decentralized network.The objective of DocCoin is to give everyone access to doctors, anywhere in the world, through the use of a smart contract.",200000000,,,25/01/2018,,
1404,Uquid Coin,UQC,"UQUD is an implemented system that ease the use of cryptocurrencies. UQUD system provide debit cards for USD, GRP, and EUR and also several cryptocurrencies ATM&#39;s around the world. In 2016, it was distinguished as ""the top debit card of the year"". The UQUD team will now leverage the Ethereum blockchain to empower their services and provide new features to improve the user experience. The new features will be, visa credit cards, a wallet, an exchange, a Social Fund Management Campaign where traders will be able to create an portfolio and share it with other users, and a marketplace.UquidCoin (UQC) is an ERC-20 token that will work as a medium of exchange within the platform.",40000000,,,08/09/2017,40000000.0,LiveCoin
1405,ArtexCoin,ATX,"ArtexCoin is a Proof of Work cryptocurrency that uses the popular X11 algorithm. Their goal is to develop leading crypto-currency software that combines all features of cash and digital money, design and implement a marketing plan to position Artex as a leading solution in crypto-industry and expand the network by focusing on new adoptions and integration within the existing target markets, and attract new financial industry partners.",500000000,X11,PoW,02/08/2016,18781750.0,"Novaexchange, CCEX, LiveCoin"
1406,Sequence,SEQ,"Duality Blockchain Solutions is a cryptocurrency project focused on providing enterprise-focused products based on blockchain technology. Duality Blockchain Solutions provides two public blockchains,  Dynamic and Sequence.Sequence is a Proof of Work/Proof of Stake blockchain that acts as a dynamic stabilisation fund. It&#39;s the digital asset that ""backs"" the currency Dynamic (DYN)",,Scrypt,PoW/PoS,05/05/2017,45337554.31701346,BitTrex
1407,TokenDesk,TDS,TokenDesk is an Ethereum-based marketplace inwhich you can direclty purchase ICOs tokens. TDS is an ERC20 token that serves as a currency on TokenDesk&#39;s ecosystem.,14683321.428571428571428571,,,01/10/2017,14683321.428571427,
1408,InsaneCoin,INSANE,InsaneCoin is a Proof of Stake cryptocurrency with an initial Proof of Work destribution. It uses the X11 algorithm.,22000000,X11,PoW/PoS,26/10/2016,18342813.0,"Yobit, Novaexchange"
1409,Russiacoin,RC,Russiacoin is a Scrypt PoW/PoS cryptocurrency made for all people around the world and escpecially the russian altcoin-community. Russiacoin will be the first coin to use the GDR (=golden readjustment algorithm) which is just similar to std. diff. adj. but has a adapted PoS start diff. so it will be a hybrid PoW/PoS in the PoW stage to allow an stabilization of PoS diff. within the PoW stage to make sure the network runs fluid.,144000000,Scrypt,PoW/PoS,29/05/2014,8377873.0,"Cryptopia, EtherDelta"
1410,Kernalcoin,KC,Kernalcoin is a PoW/PoS cryptocurrency. It uses the SHA256 algorithm and has a maximum PoW supply of 2500000. The Proof of Stake APY for Kernalcoin is 2.25% ,,SHA256,PoW,20/06/2015,,"CCEX, Yobit"
1411,NyanCoin,NYAN,"A coin based on a meme of an animated flying cat in the same vein as flappy coin. The algorithm is Scrypt and there are 337 coins per block halving every 337,000 block with a 1% premine for bounties. The block target is set to 1 minute, or 60 seconds, and difficulty retargets every 3 hours.",337000,Scrypt,PoW,05/01/2014,,"Cryptopia, Novaexchange, Cryptsy"
1412,Multibot,MBT,"Multibot platform aims to solve the problem of user interaction with cryptocurrency exchanges and continuous monitoring of the market, at the maximum number of trading platforms. Using the advantages of the SaaS model, the platform is designed to lower the threshold of entry into the exchange trade in cryptocurrencies.Multibot accumulates a set of tools and services. The platform allows you to start using a few simple steps, regardless of the availability of hardware and other software, since it is available from anywhere in the world, with predefined settings and tools for successfully solving the main tasks.",25000000,,,09/10/2017,,
1413,BitCAD,BCD*,"BitCAD is an Ethereum-based business management platform. BitCAD features a unified operating system in which users are able to manage, design and analyse their businesses. ",100000000,,,25/04/2017,100000000.0,
